Age,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Gender_Female,Gender_Male,Location_Asia,Location_Europe,Location_Other,Location_USA,GameGenre_Action,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GameDifficulty_Easy,GameDifficulty_Hard,GameDifficulty_Medium
29,10.56396006060805,1,5,69,6,26,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
23,20.30455281471501,0,9,59,71,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
22,6.574249100227659,1,6,142,95,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
26,15.07465364685181,0,4,117,4,49,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
17,7.000122725315501,0,7,64,99,30,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
45,8.9713474887061,0,16,103,77,40,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0
23,4.763034006020665,1,2,163,59,35,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
46,19.669346266858685,0,4,64,6,38,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
38,21.998712389764435,1,3,130,29,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
22,5.670007533396759,0,1,101,63,9,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
18,1.418656008375553,1,13,140,98,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0
23,4.560758562602517,0,2,107,4,14,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
28,0.6351389750647689,0,10,165,7,19,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0
24,17.785078732952147,1,6,98,78,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
33,8.730127452093189,1,19,108,25,17,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0
18,13.403364303513513,0,11,90,91,41,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
31,23.67425100381148,0,0,105,6,15,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
25,20.30972509078193,0,4,114,11,38,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
37,9.427744372792077,0,9,116,60,46,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
25,22.9619331889578,1,5,54,20,3,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
41,8.348743421217339,0,0,59,16,30,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
37,0.6802371989111018,0,17,111,39,31,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0
22,14.521166828321348,0,10,143,12,22,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1
25,12.537640168329188,0,16,128,65,47,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1
37,5.258932220618754,0,2,165,1,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
32,13.861709634111204,0,8,95,41,19,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
48,0.1346039255961786,0,19,138,29,11,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0
21,6.10193861639342,0,13,94,38,47,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
44,3.738603376300234,0,8,125,12,46,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
32,0.675058791799878,0,12,39,88,14,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
18,18.9768065755342,0,3,66,56,40,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
23,9.643086841417162,0,4,10,8,26,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
47,11.144131626887445,0,2,98,79,43,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
39,2.8502495629070337,0,15,94,53,17,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0
30,1.310379768208091,1,9,166,27,48,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
24,17.235296338735747,0,0,161,54,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
21,17.26182011341558,0,9,102,97,22,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
26,11.928672072997024,1,6,96,39,20,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
34,14.885463302928883,0,19,166,35,4,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1
40,8.195730423405735,0,17,59,50,17,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
33,18.04048048774343,0,5,33,57,38,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
33,18.759221573735697,0,16,88,57,40,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
41,21.696751758865783,1,18,115,9,45,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1
49,23.913090848174235,0,14,142,14,39,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0
47,12.936666032142814,0,3,170,92,34,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
30,10.913231325135984,0,7,73,93,9,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
42,10.843760020104906,0,13,158,29,9,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0
16,9.529037285180683,0,19,174,31,35,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0
41,10.270323495609311,0,14,167,52,6,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
17,3.29605347714731,1,1,10,54,47,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
46,2.264223971255178,0,15,88,54,25,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
29,4.557998876469405,0,16,36,22,36,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
36,23.26730820643796,0,14,153,34,15,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
48,18.14248750713581,0,3,99,75,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
32,10.612118926112812,0,1,75,63,21,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
19,0.4217296944914972,1,6,90,1,6,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
34,1.0979115492612257,1,9,172,56,22,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1
46,16.534696571921216,0,10,50,89,46,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1
31,14.15184747331404,0,9,33,48,42,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
20,20.263189161034585,0,14,105,88,38,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0
48,12.157842826508867,0,19,153,83,25,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0
37,21.935560614479574,0,18,143,84,49,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
43,1.0660472513622734,0,1,69,6,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
38,17.429369587090928,1,12,52,2,16,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
28,19.85202818569876,0,11,51,57,22,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
49,21.54495754534865,0,15,24,24,48,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
38,13.421048397659613,0,13,73,12,18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
34,2.3321303722144338,0,5,105,62,30,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
24,21.034901131441067,0,11,83,56,38,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
46,20.40041289800769,0,13,168,77,6,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1
34,8.071214174072493,0,3,168,51,41,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
18,15.478737878041866,0,16,78,19,15,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
45,19.836963600253767,0,7,52,7,19,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
33,0.2787584872825217,0,19,101,27,7,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0
22,9.7736544907466,0,9,138,44,9,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
35,8.115105325429909,1,17,103,57,34,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
16,16.637544064041364,0,16,104,95,20,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1
35,16.260669141666583,0,3,125,71,42,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
24,1.8605268242517408,0,4,79,58,32,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
41,7.807633503123695,1,1,102,46,8,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
15,5.1948759923398455,0,5,37,76,28,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33,17.913248718062526,0,16,81,93,26,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
33,14.647547830341932,1,13,87,97,7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
27,13.985641315180231,0,19,32,20,48,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
36,5.579804684306055,0,6,112,94,16,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0
35,5.6004811091302935,0,9,164,93,29,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
49,11.90630783645353,0,8,50,51,10,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
47,15.48833290474173,0,16,55,14,26,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
20,13.266945962220642,0,1,151,73,30,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
24,7.23227581147892,0,19,128,42,25,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0
34,18.07748282893774,0,2,63,54,24,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
37,16.421704842002807,0,1,113,14,21,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
40,20.83651529888369,0,14,152,54,15,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0
45,18.879419155570474,0,19,111,86,30,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
45,16.81693758672949,0,7,111,26,11,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
28,22.774687974127687,0,19,174,43,41,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0
45,11.080511799230443,0,7,89,71,34,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
41,18.58787141073234,0,3,117,69,41,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
33,23.186945772440268,1,6,83,31,21,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0
35,18.886506721455945,0,19,166,76,40,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
24,13.15408361446432,0,9,147,26,46,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
43,13.561642153467169,1,14,112,28,26,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1
44,4.647766063318411,0,9,77,88,25,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
44,9.162530911133478,0,9,121,1,27,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29,20.90360812232315,0,1,35,72,41,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
18,20.4357234641818,0,9,169,28,26,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1
40,3.649912739125141,0,1,34,92,31,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
22,11.680443519129692,1,0,166,83,9,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
23,2.5084619134687367,0,10,34,93,42,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
36,23.84198950827651,1,9,125,16,19,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
38,21.17020983584261,0,3,21,1,13,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
46,7.902415423855362,0,19,123,14,12,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0
27,19.48783440802375,0,16,154,13,27,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1
31,1.7526817466408513,0,17,144,50,31,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
36,6.51942738521852,0,9,161,76,29,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0
46,0.2599791601234722,0,8,69,83,36,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
49,0.0075667494005493,0,4,69,38,12,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
38,6.76522235186411,0,12,139,74,48,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0
16,14.364839563285203,1,12,133,61,19,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0
44,10.846379305316084,0,12,38,67,35,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
19,14.222588116583868,0,16,150,72,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
30,1.1002305019198113,0,8,161,93,7,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
36,11.513220129057803,0,15,100,13,24,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
49,22.02930525106267,0,9,99,23,32,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
43,8.487163910712125,0,15,124,68,4,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0
37,2.8148388668947923,0,18,44,31,34,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
17,20.190195808290795,1,15,99,47,24,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0
39,22.19151046797571,0,12,116,81,29,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
46,18.45463874390804,0,8,120,66,13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
17,2.316686267936761,0,19,100,57,25,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
34,1.1276699612781211,0,11,146,76,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1
47,23.233170332203613,0,6,20,36,27,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1
40,9.418167983594689,0,18,175,5,39,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0
34,23.798691162394235,0,12,69,1,26,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
26,4.900625218206875,1,5,174,60,42,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
28,19.88770545944768,0,6,12,36,9,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
42,22.42038854966436,0,9,19,47,46,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
28,6.606692583751792,1,0,100,91,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
43,0.2106992526994693,0,17,132,53,17,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
21,14.488349127137235,0,16,63,94,31,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
24,8.857569312331242,0,5,12,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
38,0.5223604563255462,1,16,54,28,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
47,6.679873863922356,0,6,161,15,13,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
46,17.888090119022703,0,4,20,41,29,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
32,14.20121745883234,0,12,141,17,5,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1
41,12.207215297477854,1,12,166,92,33,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
26,11.906780368739833,0,16,13,35,23,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
29,1.1213043989042912,0,7,110,74,12,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
20,20.827949888511508,0,8,113,90,15,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
45,7.967208078537582,0,11,127,67,25,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
45,5.5684000664723925,1,6,103,68,11,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
32,12.19328195025872,0,11,147,78,42,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1
33,11.13763100974734,0,1,127,54,39,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
20,17.064562714562253,0,0,13,65,28,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
31,22.79421304993594,0,19,112,88,27,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0
24,15.285318080270985,0,13,80,71,6,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
30,14.828427228351352,0,2,116,96,14,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
44,13.368481143531731,1,1,164,73,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
32,23.89965585723535,0,18,110,90,47,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
48,1.5473070301069187,0,19,99,51,17,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1
31,13.317889134251292,1,1,34,78,9,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
25,22.751657266747987,0,9,94,20,39,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
36,19.949936805523787,1,7,14,42,28,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
37,19.28060344782051,1,3,10,24,14,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
42,7.851626877396206,1,14,133,23,46,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0
35,3.360460711540318,0,15,62,5,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
49,23.8067504014245,0,19,106,68,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
18,10.154416267242611,0,18,130,51,42,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0
37,17.851799353855704,0,5,176,7,46,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
48,7.956497133497161,0,0,59,11,9,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
47,3.798981905045256,0,18,101,83,30,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
19,20.097508999168006,0,3,85,25,41,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
41,10.735979197208003,0,3,62,50,39,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
30,22.470831803597545,0,4,173,82,18,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0
44,1.9185299648186875,1,16,93,99,44,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
46,23.88542603764324,0,4,51,6,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
29,10.556305702076315,0,18,113,80,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1
41,16.060520241244408,1,7,19,66,34,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
28,0.9134971292171404,0,1,114,22,12,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
15,18.15312551725858,0,0,155,14,32,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
37,5.014740820984351,1,13,56,40,23,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
16,20.007144097480875,1,8,97,2,23,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
18,11.159367083966668,0,16,117,68,32,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
48,0.1155523261449742,1,7,125,7,40,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
19,15.269312746957867,0,13,141,96,47,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0
17,22.75403345763897,0,6,129,3,30,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
15,1.592262163624948,0,11,75,56,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
36,5.001524254006142,0,11,21,30,46,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
24,23.6144961941816,1,4,43,71,16,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
37,20.08232556545248,0,13,36,15,35,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
36,20.282384031698182,0,13,167,29,3,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0
21,19.188289769030916,1,11,177,92,11,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0
22,20.816533693764125,0,4,52,53,13,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
48,16.83145841250213,0,5,139,20,29,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
39,0.8065319814862724,0,2,23,55,47,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
17,13.39850100846471,0,19,98,13,40,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0
31,18.145277853487144,0,0,78,96,2,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0
36,20.640839265837204,0,7,21,4,34,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
45,8.929381592216634,0,17,178,5,24,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0
21,12.985677549723531,0,19,130,3,43,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0
33,6.51147723786183,0,11,86,55,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
22,14.296251842332332,0,18,81,83,44,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41,10.642656943434265,0,15,148,36,6,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0
40,4.163497409266734,0,3,151,61,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
36,20.852654835878,0,2,35,18,41,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
23,9.16972856124238,0,4,109,40,48,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
46,11.528909628449998,0,10,63,84,37,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
40,20.427872446354915,0,3,138,36,30,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
27,13.285261739874954,0,14,103,99,23,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1
39,12.386073541211037,0,4,114,95,26,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
44,8.811152507924973,0,9,110,98,49,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
27,10.033896116143485,0,11,57,99,28,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
17,1.9794106559473,0,12,152,33,31,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0
24,14.017973936725548,0,5,25,4,33,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
18,23.344961124405657,0,11,90,76,18,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35,11.623915483154487,0,9,36,64,37,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
34,1.3411538197192847,1,17,46,4,27,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
18,21.30636419755116,0,18,35,46,4,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0
17,11.015338635642967,0,14,158,22,42,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1
24,17.974794453504302,1,10,22,43,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
28,14.120128623922302,0,18,98,10,18,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
46,7.405199340215866,1,5,87,58,48,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
22,16.10619587472499,0,0,178,32,16,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
30,8.505162849638236,0,2,78,60,12,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
40,17.16021971939049,0,4,58,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
31,22.785069449461528,0,1,73,19,32,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
35,7.667464042979526,0,0,171,11,29,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
16,6.984564151357036,0,15,129,14,35,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42,23.675269627927293,0,15,127,36,41,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1
31,8.928912908168378,0,12,38,72,13,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
49,3.94527459396132,0,0,179,60,13,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
34,10.193982289827211,0,3,18,83,12,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
16,3.863303119645208,1,9,21,44,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
22,8.345731267510818,0,7,113,51,30,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
31,18.32171332172912,0,19,174,18,8,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
32,9.42493252663554,0,10,41,24,12,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
24,15.546916566206765,1,12,61,24,16,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
18,23.646457819329456,0,13,157,26,42,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0
34,10.462097292640728,1,3,58,13,20,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
19,0.623489944870812,0,11,165,26,35,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
15,20.041980800431705,0,2,63,40,48,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
43,1.7235904126136905,1,15,23,10,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
24,6.854009968676697,1,4,63,23,21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
29,9.964871466468136,0,2,168,29,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
23,1.8406056494786196,0,15,54,86,33,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
32,6.636588292305944,0,2,141,70,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
30,16.58889448745143,0,0,109,10,32,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
38,13.537967763514956,1,11,142,88,48,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0
27,5.060883016107878,0,14,74,58,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
48,6.013795584504082,1,6,166,47,46,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
38,21.775058768726023,0,1,152,34,19,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
46,19.66107779829879,0,2,134,82,15,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
21,13.088779737397516,0,5,170,45,24,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
46,4.77376197646828,1,6,15,68,22,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0
42,13.89069018797376,0,14,98,79,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
35,4.959383790943656,0,10,160,55,44,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0
26,15.57694214026942,0,17,149,62,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0
16,14.648899141329116,0,17,30,38,22,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
35,11.991288621067987,0,9,80,42,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
24,6.750566799444925,1,0,102,52,47,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23,5.133706158220294,1,2,58,42,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
38,5.854324968959638,0,14,122,96,40,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0
34,10.559397466755138,0,17,114,35,13,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0
37,6.930667466756352,0,14,114,32,22,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1
43,4.836072842433192,0,2,176,73,24,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
35,9.227696065457012,0,5,163,17,29,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
49,13.315340184849289,1,7,69,43,30,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
37,12.868106496177466,1,9,175,82,45,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0
44,22.81365310447795,0,13,120,35,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0
22,23.57910001250592,0,6,35,55,32,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
36,16.363467931966433,0,0,45,32,29,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
17,14.76609381249746,0,9,122,1,32,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
18,9.851829638387198,0,1,95,92,25,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
22,0.9151569275041398,0,17,92,68,7,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0
28,15.910797333777012,0,7,12,82,18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
